question_code,RBC,RBC名前,environment,body_statement,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,answer,comment
106A114,880,精神疾患患者の家族支援,Aさん（23歳，女性）は，大学を卒業後，インテリア会社に事務職として就職した．入社後に「ユニフォームが似合うようになりたい」とダイエットを始め，次第にやせが目立つようになった．母親がAさんに食事を作っても「太るのが怖い」と言って食べず，体重は2週間で5kg減少した．心配した母親とともに精神科外来を受診し，摂食障害と診断され，開放病棟へ入院した．入院時，身長160cm，体重37kgであった．,入院後3か月が経過した．Aさんは体重が43kgまで増加し，主治医と相談して，退院の準備をすることになった．退院の話題が出ると，Aさんと母親は口論することが多くなった．父親は出張が多く，面会に来たのは一度のみであった．<br/>退院に向けてAさんと家族に勧めることとして最も適切なのはどれか．,１．栄養指導,２．作業療法,３．家族療法,４．単身生活の開始,,3,<ex>×１　栄養指導によって望ましい食事内容，食材選択や調理の工夫などの知識を提供することは大事であるが，患者と家族の間で生じている不安定な関係性の改善にはつながらない．</ex><ex>×２　作業療法を通して本当に自分が楽しんで取り組めるものを見つけることは，自己肯定感の向上につながるため治療の一環として導入されることはあるが，退院に向けた段階で最も適切な介入であるとはいえない．</ex><ex>○３　摂食障害の患者は対人関係が不安定で，家族関係も混乱していることが多い．家族療法を通して，疾患の理解や家族内役割分担の確認，家族での共同作業などを促進することで，家族がAさんに対して安定した対応とサポートができるよう促す．</ex><ex>×４　Aさんの単身生活は家族との関係改善につながらない．</ex>
107P108,880,精神疾患患者の家族支援,Aさん（32歳，男性）．自宅の部屋で多量の鎮咳薬を見つけた母親に心配され，自宅近くの病院を受診した．「5年前，仕事が忙しくなって風邪がなかなか治らないことがあった．そのときに処方された咳止めの薬を飲むと，頭がボーッとして気持ちが良かったのがきっかけで，近所の薬局で咳止めを買うようになった．3年前から飲む量が増えるようになり，やめられなくなっている．仕事もうまくいかなくなり，退職した」と言う．Aさんは紹介を受けた精神科を受診した．,さらに2週が経過し，Aさんは鎮咳薬の服用をやめる意思を強く固め，今後の依存症の治療について真剣に考えるようになった．Aさんの父親はAさんが幼少期のころ死亡しており，Aさんは母親と2人で暮らしていた．母親は週2回面会に来て，Aさんに対して小さな子どもに接するように世話をしていた．担当看護師が母親と今後のことについて話すと，母親は「私が何とかします．私しかこの子の力になってあげられないのです．本当はもっとAにしっかりして欲しい．でも，そう言うとAは怒ってしまいます」と話した．<br/>担当看護師の母親への声かけで適切なのはどれか．,１．「親戚で頼りになる方はいませんか」,２．「なるべく怒らせないようにすることが大切です」,３．「お母さんは今までどおりの関わりで良いですよ」,４．「Aさんが自分で自分のことをできるようにサポートしていきましょう」,,4,<ex>×１　母親のAさんに対する不適切な対応を適正化することが依存症治療にとって重要であるため，母親を治療に参加させず，ほかの親戚に頼むのは適切とはいえない．</ex><ex>×２　Aさんの機嫌を伺ってなるべく怒らせないようにするような接し方は，適切な家族の関係とはいえない．家族は一緒にいて安心できることが大切であり，この安心感が治療にもよい影響をもたらす．腫れ物に触るような接し方は安心を生まない．</ex><ex>×３　母親からは「この子は私がいないとダメ」という意味の発言があり，子どもに依存している可能性がある（これを共依存という）．共依存によって相手の世話を焼きすぎてしまうと相手の自立を妨げる．母親はAさんとの関係を適切に修復する必要があり，それが依存症の治療にもつながる．</ex><ex>〇４　母親のAさんへの接し方が，Aさんの精神的な自立を妨げ，依存症になる一因を作ってしまった可能性がある．この場合，Aさんを自立させるためには，母親がAさんの世話をしすぎないようにすることが大切である．</ex>
107P110,880,精神疾患患者の家族支援,Aさん（23歳，女性）．両親との3人暮らし．Aさんは大学受験に失敗して以来，自宅に引きこもりがちになった．1年前から手洗いを繰り返すようになり，最近では夜中も起き出して手を洗い，手の皮膚が荒れてもやめなくなった．心配した母親が付き添って受診したところ，Aさんは強迫性障害と診断された．母親は，Aさんについて「中学生までは成績優秀で，おとなしい子どもだった」と言う．Aさんには極度に疲労している様子がみられたことから，その日のうちに任意入院となった．,Aさんは，食事の時間以外は他の患者との接触を避け，病室で1人で過ごしている．両親は共働きで，毎日面会に来ることはできない．Aさんは自宅に面会の催促の電話をかけては母親と口論している．Aさんとの関わりに心身ともに疲れ果てた母親が，看護師に相談してきた．<br/>母親への看護師の対応で最も適切なのはどれか．,１．父親と交代で毎日面会に来るよう勧める．,２．Aさんからの自宅への連絡を制限することを約束する．,３．Aさんの代わりに看護師がAさんの苦悩を母親に伝える．,４．Aさんと母親との話し合いに看護師が同席することを提案する．,,4,"<ex>×１　Aさんの不安や苦痛に家族が振り回されることになる助言であり，不適切である．</ex><ex>×２　Aさんは何かしら母親に訴えたいことがあって電話をしているのかもしれない．それは電話回数を制限することでは解決しない．加えて，通信は法律にて原則として<span class=""bold"">自由が保障</span>されており，やむを得ず治療上制限をしなければならない場合には医師の判断が必要である．</ex><ex>×３　Aさん自身が自分の言葉で直接母親と話し合い，互いの理解を深めていくことがよりよい治療につながる．</ex><ex>○４　Aさんと母親の間で口論が続いているため，お互いの<span class=""bold"">コミュニケーション</span>に課題が隠されている可能性がある．看護師が同席することで，その<span class=""bold"">課題の明確化</span>を促進したり，互いが適切な距離感をもてたりするようになる．</ex>"
111A114,880,精神疾患患者の家族支援,Aさん（23歳，女性）は大学を卒業後，会社に就職して1人暮らしを始めた．入社後に「会社の制服が似合うようになりたい」とダイエットを始め，次第にるいそうが目立つようになった．「太るのが怖い」と言って食事を拒否するようになり，体重は1年間で10kg減少した．しかし，本人は「まだ太っているから，痩せないといけない」と話していた．久しぶりにAさんと会った母親が，過度のるいそうを心配して，内科受診を勧めた．内科ではるいそう以外に大きな異常を認めず，精神科受診を勧められた．精神科では神経性無食欲症と診断され，外来通院を開始した．その後，低血糖によるふらつきのため職場で頻回に転倒するようになった．それでも食事を十分に摂らないため，精神科病棟へ入院した．入院時，身長166cm，体重36kgであった．入院後，食事のほかに点滴による栄養補給が始まった．,入院後3か月が経過した．Aさんは体重が41kgまで増加し，主治医と相談して，退院の準備をすることになった．看護師に対して，Aさんは「退院後はすぐに仕事をしたい」と話したが，母親は「ゆっくり自宅で休養してほしい」と話した．母親の面会時に，今後の仕事や生活に関する話題が出ると，Aさんはイライラして母親と口論になることが多くなった．父親は仕事が忙しいことを理由に，面会に来たのは一度のみであった．<br/>今後導入する必要性が最も高いのはどれか．,１．家族療法,２．作業療法,３．自律訓練法,４．精神分析療法,,1,"<ex>○１　摂食障害患者は，<span class=""bold"">両親</span>との関係に問題を抱えているケースが多く，この症例でも，過保護・過干渉な母親と，無関心な父親という両親の特徴が垣間見える．退院後も，患者本人だけでなく，<span class=""bold"">家族</span>を交えた治療を継続する必要があるだろう．</ex><ex>×２　手を動かす作業に集中することで，心配事にとらわれすぎず，現実感を取り戻す効果が期待されるが，必要性が最も高いとはいえない．</ex><ex>×３　自律訓練法とは，リラックスした状態をつくり出せるようにする<span class=""bold"">自己訓練</span>であるが，摂食障害の治療として一般的ではない．</ex><ex>×４　週4〜5回，治療者のもとに通い，1回50分程度のセッションを長期にわたって続ける必要があり，まだ41kgと著明な低体重であるこの患者には負担が大きく適応でない．</ex>"
113P113,880,精神疾患患者の家族支援,Aさん（24歳，女性）は大学卒業後，一般企業に就職したが，何度も自宅の鍵を閉めたかどうかを確認するため，遅刻を繰り返した．連絡せずに複数回の遅刻があったことを上司のBさんから強く注意され，うつ状態となったため精神科外来を受診したところ，強迫性障害と診断され，選択的セロトニン再取り込み阻害薬〈SSRI〉が処方された．,受診に同行していた母親からは「Aから『私の代わりに鍵が閉まっているか見てきてほしい』といった要望が多い．それに従わないと『どうして私のつらさを分かってくれないの』と大きな声を出す．どのように関わればよいか分からない」と看護師に相談があった．<br/>母親への看護師の対応で適切なのはどれか．,１．要望に応じ続ける方がよいと助言する．,２．治療の効果が得られるまで待つように伝える．,３．母親が疾患をどのように理解しているか確認する．,４．Aさんが大きな声を出しても反応しないように助言する．,,3,"<ex>×１　家族などの周囲の人が要望に応じ続けると，患者の強迫行為に巻き込まれることによって疲弊してしまう．家族のサポートを得られにくくなることにつながるため適切ではない．</ex><ex>×２　強迫性障害のSSRIによる治療はすべての患者に効果があるとは限らず，また，効果が得られるまでに時間を要することもある．その期間家族に忍耐を強いるのは適切な看護とはいえない．</ex><ex>○３　母親が疾患や治療についてどのように理解しているかを把握し，必要な情報を提供することによって患者に<span class=""bold"">共感的</span>にかかわることができるような援助を行う．</ex><ex>×４　Aさんが大きな声を出すのは強い不安の表れである．母親が反応しなくなると，Aさんは自分の不安が伝わらなかったと感じ，不安は解消されず，ますます増大してしまうため適切ではない．</ex>"
105P112,880,精神疾患患者の家族支援,Aさん（19歳，男性，大学生）は，実家近くのアパートに1人で暮らしている．ある日，線路沿いの道を裸足で歩きながら険しい表情でカッターナイフを振り回し，ぶつぶつと独り言を言い続けていたことから警察に保護された．Aさんは，警察から連絡を受けた両親とともに精神科病院を受診したが「自分は命を狙われている」，「この人たちは自分の親じゃない」と言い，医療者に対しても拒否的な態度をとっている．診察の結果，Aさんは統合失調症と診断された．Aさんの頭髪は乱れ，食事や睡眠がとれていない様子であったため，そのまま医療保護入院をすることになった．,入院当日にAさんの両親から情報収集する内容として，優先度が高いのはどれか．,１．Aさんの大学の出席状況,２．両親がAさんと同居する可能性,３．Aさんの子ども時代の両親の育て方,４．Aさんの入院に対する両親の受け止め方,,4,<ex>×１　Aさんは1人暮らしをしており，大学の出席状況を両親に聞いても正確な情報は得られないと考えられ，優先度は低い．</ex><ex>×２　退院後の生活に関する情報はいずれ必要となるが，入院当日に必要な情報としての優先度は低い．</ex><ex>×３　Aさんの生育歴は必要な情報であるが，両親の育て方に関する情報は必要ない．このようなことを質問すると，両親は自分達の育て方が悪かったのではないかと<goth><red>自責的</red></goth>になり，統合失調症を正しく理解することを妨げるおそれがある．</ex><ex>○４　子どもが突然警察経由で病院に行き，統合失調症と診断されて入院となったことに，両親は困惑していると考えられる．どのように受け止めているのかを聞き，両親の精神的ケアのために<goth><red>支持的</red></goth>・<goth><red>共感的</red></goth>にかかわることが必要である．</ex>
111P067,880,精神疾患患者の家族支援,NULL,母親がAさん（27歳，統合失調症）に対して「親に甘えてはいけない」と言いながら，過度にAさんの世話をすることで，Aさんが混乱していた．<br/>この親子関係を示すのはどれか．,１．共依存,２．同一視,３．ネグレクト,４．二重拘束〈ダブルバインド〉,,4,"<ex>×１　共依存とは，依存症患者と家族の間によくみられる関係性のことで，家族が依存症患者に必要とされることに存在価値を見いだし，両者ともに問題状況を維持する関係性を示す．</ex><ex>×２　同一視とは<span class=""bold"">防衛機制</span>のひとつで，有名人や権力者などと自分を関連づけることで自分を高く見せようとするものである．</ex><ex>×３　ネグレクトとは，幼児や高齢者，障害者に対する，その保護や養育の<span class=""bold"">拒否</span>や<span class=""bold"">怠慢</span>を指すものである．</ex><ex>○４　二重拘束（ダブルバインド）とは，表情や身ぶりなどの非言語的なメッセージと言語的なメッセージが<span class=""bold"">一致</span>しないコミュニケーションのことをいい，受け手はその情報の意味を判断することが難しく，不安やストレスを感じることとなる．母親の発言と行動が矛盾しており，二重拘束の状態である．</ex>"
108P060,881,リエゾン精神看護,NULL,リエゾン精神看護の活動はどれか．,１．行動制限の指示,２．向精神薬の処方,３．他科への転棟指示,４．コンサルテーションへの対応,,4,"<ex>×１　行動制限の指示ができるのは，<span class=""bold red"">医師のみ</span>である．</ex><ex>×２　薬の処方権をもつのは<span class=""bold red"">医師のみ</span>である．</ex><ex>×３　転棟はリエゾン看護師の一存で決定することはできず，該当する病棟の看護管理者や医師と相談のうえ決定される．</ex><ex>○４　リエゾン精神看護の活動は，直接ケア，<span class=""bold red"">コンサルテーション</span>，コーディネーション（関係調整），倫理調整，教育，研究など多岐にわたる．</ex>"
110P112,883,病棟環境の整備と行動制限,Aさん（35歳，男性）は1人暮らし．両親は他県に住んでいる．30歳のときに双極性障害と診断され，これまでに4回の入退院を繰り返している．給料をインターネットゲームの利用料金で度々使い果たし，それが原因で両親と何度も口論になったことがある．仕事では同僚とトラブルを起こすたびに転職を繰り返しており，今回も同僚と口論になり自ら退職した．Aさんは「前の職場の同僚に嫌がらせをしてやる」と母親に電話をかけ，心配した両親が一緒に精神科病院を受診した．診察室では多弁で大きな声を出し，椅子を蹴るなどの行為がみられた．医師の診察の結果，入院して治療することになった．,入院時，AさんのBMIは29.5．この数日は食事をとっていなかった．入院後も興奮状態がおさまらず，壁に頭を打ちつけはじめたため，医師から抗精神病薬の点滴静脈内注射と身体的拘束の指示がでた．<br/>身体的拘束中のAさんの看護で正しいのはどれか．<goth>2つ選べ</goth>．,１．水分摂取は最小限にする．,２．肺血栓塞栓症を予防する．,３．頻回に様子を見に来ることを伝える．,４．身体的拘束の原因となった行為を一緒に振り返る．,５．興奮状態が落ち着いたら看護師の判断で身体的拘束を解除する．,"2,3",<ex>×１　自由かつ十分な水分摂取は保障されなければならない．また，身体的拘束中によく引き起こされるのが深部静脈血栓症であり，その予防のためにも水分摂取は必要である．</ex><ex>○２　深部静脈血栓症でできた血栓が肺に詰まると肺血栓塞栓症になる．関連性を理解し十分な観察を継続することが大切である．</ex><ex>○３　身体面，安全面の観察を頻回に実施するのはもちろんのこと，Aさんにとっては理不尽な環境におかれているという状況からくる心理面に配慮しかかわりをもつこと，孤独にしないことが信頼関係の構築につながる．</ex><ex>×４　いまだ興奮状態にあること，十分な休息が必要な時期であることなどから，内省をする（行為を振り返る）には不適切なタイミングである．しかし，本人が納得できるように，どうして拘束が必要となったのかについての説明は必要である．</ex><ex>×５　身体的拘束の解除の判断は必ず医師が行う．</ex>
114A070,883,病棟環境の整備と行動制限,NULL,精神科病院入院患者の身体的拘束中に発生しやすい合併症はどれか．,１．糖尿病,２．足白癬,３．悪性症候群,４．肺血栓塞栓症,,4,<ex>×１　糖尿病の発症因子は，自己免疫，遺伝因子，生活習慣などであり，身体的拘束による合併症とは考えにくい．</ex><ex>×２　足白癬はみずむしとも呼ばれ，真菌の一種である白癬菌類が起こす皮膚感染である．身体的拘束による合併症とは考えにくい．</ex><ex>×３　悪性症候群は抗精神病薬などによる重篤な副作用で，発熱，意識障害，錐体外路症状などの症状がみられる．身体的拘束による合併症とは考えにくい．</ex><ex>○４　身体的拘束中は身動きがとれないため，循環障害により肺血栓塞栓症を生じやすい．下肢深部静脈などに血栓が形成されて起こるため，下肢の運動やマッサージなどによる予防が必要である．身体的拘束による合併症として，ほかに<ruby>褥<rp>(</rp><rt>じょく</rt><rp>)</rp></ruby><ruby>瘡<rp>(</rp><rt>そう</rt><rp>)</rp></ruby>や便秘などが挙げられる．</ex>
109A067,883,病棟環境の整備と行動制限,NULL,精神保健及び精神障害者福祉に関する法律〈精神保健福祉法〉に定められている隔離について正しいのはどれか．,１．隔離の理由は解除する時に患者に説明する．,２．開始した日時とその理由を診療録に記載する．,３．隔離室には同時に2人の患者まで入室可能である．,４．行動制限最小化委員会で開始の必要性を判断する．,,2,"<ex>×１　隔離を<span class=""bold"">行う際に</span>，患者に対して隔離を行う理由を知らせる（厚生省告示：精神保健及び精神障害者福祉に関する法律第三十七条第一項の規定に基づき厚生労働大臣が定める基準）．</ex><ex>○２　隔離を<span class=""bold"">行った旨</span>とその<span class=""bold"">理由</span>，隔離を<span class=""bold"">開始した日時</span>と<span class=""bold"">解除した日時</span>を，診療録に記載する．</ex><ex>×３　隔離を行っている閉鎖的環境の部屋に<span class=""bold"">2人以上</span>患者を入室させてはいけない．</ex><ex>×４　隔離の要否の判断は医師によるものであり，12時間を超える隔離については精神保健指定医の判断が必要である．行動制限最小化委員会は，隔離および身体的拘束の<span class=""bold"">必要性と妥当性について検討を行う</span>病院内審査機関である．</ex>"
107A089,883,病棟環境の整備と行動制限,NULL,精神科病院で行動制限を受ける患者への対応で正しいのはどれか．<goth>2つ選べ</goth>．,１．行動制限の理由を患者に説明する．,２．原則として2名以上のスタッフで対応する．,３．信書の発受の対象は患者の家族に限定する．,４．精神保健指定医による診察は週1回とする．,５．12時間を超えない隔離は看護師の判断で実施する．,"1,2","<ex>○１　行動制限の理由を<span class=""bold"">患者に説明する</span>ことは，法で定められている．また，不安や恐怖，医療者に対する敵意を軽減するという観点においても重要である．</ex><ex>○２　行動制限は，自傷・他害のおそれが強い患者への医療および保護を図ることを目的として行われるものである．対応するスタッフ数は法律に明記されていないが，患者および医療者の安全を確保するため，<span class=""bold"">原則2名以上</span>で対応する．</ex><ex>×３　信書の発受の制限は，いかなる場合でも<span class=""bold"">行ってはならない</span>．それは，たとえ患者が行動制限中であっても例外ではない．</ex><ex>×４　診察は，隔離中少なくとも<span class=""bold"">毎日1回</span>，身体的拘束中であれば<span class=""bold"">頻回</span>に，医師によって行われる必要がある．精神保健指定医によって最低週1回行われる必要があるのは，行動制限の継続を判断するための診察である．</ex><ex>×５　12時間を超えない隔離にあたっては<span class=""bold"">医師</span>が，それ以上の隔離にあたっては<span class=""bold"">精神保健指定医</span>が必要と認める場合でなければ行うことができない．したがって，看護師の判断で隔離を実施することはできない．</ex>"
111P068,883,病棟環境の整備と行動制限,NULL,精神保健及び精神障害者福祉に関する法律〈精神保健福祉法〉において，精神科病院で隔離中の患者に対し，治療上で必要な場合に制限できるのはどれか．,１．家族との面会,２．患者からの信書の発信,３．患者からの退院の請求,４．人権擁護に関する行政機関の職員との電話,,1,"<ex>○１　病状の悪化を招く，あるいは治療効果を防げるなど，医療または保護のうえで合理的な理由がある場合に，患者の医療または保護に欠くことのできない限度での制限が行われる（『精神保健福祉法』36条1項など）．</ex><ex>×２　患者の人権侵害につながるため，<span class=""bold"">信書</span>（<span class=""bold"">手紙</span>）の発信・受信を制限することはできない（同法36条2項）．ただし，信書（手紙）に同封された<span class=""bold"">異物</span>の受け渡しなどを制限することはできる．</ex><ex>×３　患者およびその家族など（該当者がいない場合は市町村長）は，都道府県知事に対して<span class=""bold"">退院</span>および<span class=""bold"">処遇改善</span>を命じるよう請求することができる（同法38条の4）．患者の人権侵害につながるため，これを制限することはできない．</ex><ex>×４　患者の人権侵害につながるため，弁護士や人権擁護に関する行政機関（法務局など）の職員との<span class=""bold"">面会</span>や<span class=""bold"">電話</span>を制限することはできない（同法36条2項）．</ex>"
114A073,883,病棟環境の整備と行動制限,NULL,精神科病院での行動制限で正しいのはどれか．,１．家族の同意により身体的拘束を決定する．,２．行動制限最小化委員会は患者の隔離の具体的な内容を決定する．,３．12時間を超える隔離については，精神保健指定医の判断が必要である．,４．暴力行為があった場合は，当該患者の精神症状が落ち着くまで身体的拘束をする．,,3,<ex>×１　身体的拘束は精神保健指定医が必要と認める場合に行う（『精神保健及び精神障害者福祉に関する法律（精神保健福祉法）』）．</ex><ex>×２　行動制限最小化委員会は，隔離・拘束を適切に行い最小限にすることを目的として，行動制限が適切であるかの評価や，院内での研修などを行う．</ex><ex>○３　12時間を超える隔離は，精神保健指定医の診察に基づく指示がなければできない．</ex><ex>×４　身体的拘束は制限の程度が強いため，暴力行為の有無や精神症状の強弱にかかわらず，できるだけ早期にほかの方法に切り替える必要がある．</ex>
106A081,883,病棟環境の整備と行動制限,NULL,精神科病院の閉鎖病棟に入院中の患者宛てに厚みのある封筒が届いた．差出人は記載されていなかった．<br/>当日の看護師の対応で適切なのはどれか．,１．患者に渡さず破棄する．,２．患者による開封に立ち会う．,３．開封せず患者の家族に転送する．,４．看護師が開封して内容を確認してから患者に渡す．,５．退院まで開封せずにナースステーションで保管する．,2,<ex>×１　信書は原則として自由とされているため，患者に渡さず無許可で封筒を破棄するような行為は行ってはならない．</ex><ex>○２　封筒の中身に不審なものが同封されているかもしれない場合などは，患者による開封に立ち会わせてもらい内容を確認することができる．</ex><ex>×３　家族であっても，患者の信書を勝手に渡してしまうのは信書の自由を侵害することになる．</ex><ex>×４　信書の自由の侵害になるため医療者といえども，患者の信書を勝手に開けることは許されない．</ex><ex>×５　信書の内容は急を要するものかもしれない．勝手に開封時期を遅らせることもまた，信書の自由を侵害することになる．</ex>
106A109,884,自殺／自殺企図／自傷行為,Aさん（38歳，男性，会社員）．両親と3人暮らし．25歳のころに双極性障害と診断された．3か月前から気分が落ち込み夜も眠れず，食欲もなくなり仕事を休むことが多くなってきた．無力感を感じるようになり，休職して精神科病棟に任意入院した．入院後は1日中ベッドで横になって過ごし，他の患者との交流もみられない．看護師が話しかけても簡単な返事をするだけで無表情である．食事は病室で摂取しており，摂取量は少ない．,入院後1週が経過した．Aさんはベッドに横になりじっと窓を見つめていることが多くなった．看護師が何をしているのか話しかけると，Aさんは「死にたいと思っている」と答えた．<br/>このときの看護師の対応で適切なのはどれか．,１．話題を変える．,２．気分転換を促す．,３．すぐに良くなると励ます．,４．自殺しないことをAさんに約束してもらう．,,4,"<ex>×１　自殺念慮に対しては誠実に向き合うことが大切である．話題をそらすことは，Aさんの切実な訴えを軽んじていると受け取られかねない．</ex><ex>×２　自殺念慮が生じるほどの状態ということは，気分転換ができるようなエネルギーはない．また自殺念慮は気分転換で簡単に軽減できるものではない．まずは誠実に気持ちを<span class=""bold"">受け止める</span>ことが大切である．</ex><ex>×３　うつ状態の患者によくなる保証をすることは大切だが，安易な励ましは禁物である．患者自身が回復したと思うことができるまでに，どれくらいかかるかわからない状況で，このような発言をすることは不適切である．</ex><ex>○４　自殺念慮があることを告白されたら，その切迫度を確認する．そして決して自殺しないことを約束してもらい，自殺の予防に努める．</ex>"
107A059,884,自殺／自殺企図／自傷行為,NULL,自殺念慮を訴える患者で，自殺が最も切迫している状態はどれか．,１．自殺の手段が未定である．,２．自殺する日を決めている．,３．将来の希望について時々話す．,４．普段と変わらない様子で生活している．,,2,"<ex>×１　自殺念慮はあるが，具体的な手段まで考えが至ってないので，切迫度は比較的低い．</ex><ex>○２　選択肢のうち，自殺に関する計画として<span class=""bold"">最も具体的</span>である．確固たる決意であり，切迫度が高い．</ex><ex>×３　将来への希望が失われていないということは，自殺念慮がありながらもまだ揺れている状態であり，切迫度は比較的低い．</ex><ex>×４　自殺念慮が根底にあるので，普段と変わらないように見えても楽観視はできないが，具体的な自殺計画がみられないため，切迫度という点に関しては比較的低い．</ex>"
108P112,884,自殺／自殺企図／自傷行為,Aさん（40歳，男性，会社員）は，うつ病と診断されていた．最近，仕事がうまくいかず，大きなミスを起こし，会社に損失を与えたことから自分を責め不眠となり，体重が減少した．ある朝，リビングの床で寝ているAさんを妻が発見し，大きな声で呼びかけたところ，Aさんは1度目を開けたが，すぐ目を閉じてしまった．ごみ箱に，からになった薬の袋が大量に捨ててあり，机には遺書があった．救急搬送後，意識が清明となり，身体的問題がないため精神科病院に入院となった．,入院時の看護師のAさんに対する関わりで適切なのはどれか．,１．いま死にたい気持ちがあるか尋ねる．,２．命を大切にしたほうがよいと伝える．,３．死ぬ気があれば何でもできると話をする．,４．家族が悲しむから死んではいけないと伝える．,,1,<ex>○１　死にたい気持ち（希死念慮）の有無を尋ねるのは，再度の自殺企図を防止するために必須である．希死念慮があることを確認した場合は，計画の具体性などから切迫度の確認を行う．</ex><ex>×２　うつ病によって引き起こされる希死念慮は病的なものであり，一般論で気持ちがおさまるものではない．</ex><ex>×３　急性期のうつ病患者を叱咤激励するのは，余計に患者を追い詰めることになるため行ってはいけない【Don't】．見守っていること，休息が必要なことを温かく伝えていく必要がある．</ex><ex>×４　うつ病が重篤な場合，罪業妄想なども出現し自分の存在自体が家族にも周りにも迷惑をかけていると思い込んでいることがある．家族の存在が患者の支えになることも事実であるが，余計に責任を感じさせることになりかねないため入院時のかかわりとしては１が優先される．</ex>
109P109,884,自殺／自殺企図／自傷行為,Aさん（22歳，女性，会社員）は，昼食後，自室に大量のお菓子とお酒を持ち込み，食べて飲んでいたところを母親に注意されたことに腹を立て，母親の目の前でリストカットを始めた．慌てた母親は，父親とともにAさんを連れて救急外来に来院した．医師が傷の処置をしようとすると「死んでやる．触るな」と大声で騒ぎ暴れ始めたため，精神科病棟に緊急入院となった．,入院当日，Aさんに対する看護師の関わりで適切なのはどれか．,１．短期間の入院となることを伝える．,２．母親と関係修復をするように促す．,３．リストカットをしないように説得する．,４．Aさんの心身を心配していることを伝える．,,4,"<ex>×１　入院期間がどれくらいになるかを決めるのは医師であるため，適切なかかわりとはいえない．</ex><ex>×２　患者と母親がこれまでどのような関係性だったのか現時点では情報が不十分であるうえ，信頼関係も構築されていない段階で，安易にこのような促しをすることは適切とはいえない．</ex><ex>×３　リストカットに至った患者なりの理由や事情があるため，一方的に説得するだけでは患者の行動を止めることができないばかりか，理解してもらえないと思われることで信頼関係の構築が難しくなる可能性がある．</ex><ex>○４　心身ともに疲弊している患者にいたわりの声かけをすることによって，病院が安心できる場であると思ってもらい，<span class=""bold"">信頼感</span>の醸成や<span class=""bold"">休息</span>につなげることがまずは重要である．</ex>"
112A112,884,自殺／自殺企図／自傷行為,Aさん（20歳，女性）は境界性人格〈パーソナリティ〉障害の診断を受け，精神科外来に通院中である．ある日，人間関係のトラブルから処方されていた睡眠薬を過量服薬して自殺企図をしたところを家族に発見され，救命救急センターに搬送された．,Aさんは救急外来で治療を受け会話ができるまでに回復した．<br/>Aさんへの看護師の最初の対応で適切なのはどれか．,１．過量服薬した場面の振り返りを促す．,２．現在の希死念慮の有無について確認する．,３．大量の睡眠薬を飲まずに残していた理由を追及する．,４．Aさんと看護師の間で二度と過量服薬しないと約束する．,,2,"<ex>×１　境界性パーソナリティ障害の患者による自殺企図は，抑圧された不安を背景に衝動的に行われることが多い．そのため，場面の振り返りを促しても効果は期待できない．</ex><ex>○２　今でも死にたい気持ちがあるかどうかをはっきり確認することによって，再度<span class=""bold"">自殺企図</span>をするリスクについてアセスメントを行う必要がある．</ex><ex>×３　睡眠薬を残していた理由を追及することは，患者を追い詰めて不安にさせることにつながるため適切ではない．</ex><ex>×４　過量服薬をはじめとする自殺企図や自傷行為を行わないことを患者との間で約束することはあるが，それは看護師と個人的に行うのではなく，医師を含む治療チームとの間で治療・看護構造において行う．</ex>"
106P087,885,攻撃／暴力,NULL,医療現場における暴力について正しいのはどれか．<goth>2つ選べ</goth>．,１．精神科に特有のものである．,２．病室環境は誘因にならない．,３．目撃者は被害者に含まれない．,４．暴力予防プログラムに合わせて対処する．,５．発生を防止するためには組織的な体制の整備が重要である．,"4,5","<ex>×１　精神科に限らず，<span class=""bold"">あらゆる場面</span>において発生する可能性がある．</ex><ex>×２　<span class=""bold"">病室環境</span>も暴力の誘因のひとつになり得る．</ex><ex>×３　ハラスメントの場面を見たり聞いたりした人も，自責の念をもったりショックを受けたりして，仕事への意欲低下など悪い影響が及び，<span class=""bold"">被害者</span>のひとりとなる．</ex><ex>○４　主に精神科医療領域の現場における暴力に対し，専門的な知識，技術に基づいた包括的な対処技能を習得することは有効である．</ex><ex>○５　<span class=""bold"">組織</span>として暴力の発生予防に関する対策の方針を明確にし，対策マニュアルなどを作成することも必要である．</ex>"
110P064,885,攻撃／暴力,NULL,攻撃性の高まった成人患者への対応で正しいのはどれか．,１．患者の正面に立つ．,２．アイコンタクトは避ける．,３．身振り手振りは少なくする．,４．ボディタッチを積極的に用いる．,,3,"<ex>×１　正面に立って対応すると患者に<span class=""bold"">緊張感</span>を強いるため，ますます興奮させてしまうおそれがある．</ex><ex>×２　会話中に患者と適切にアイコンタクトをとることによって，患者を<span class=""bold"">理解</span>しようとする看護師側の姿勢を示すことができる．</ex><ex>○３　看護師の急な動作や大きな身ぶり手ぶりは，患者を<span class=""bold"">挑発</span>することにつながるため控える．</ex><ex>×４　患者の<span class=""bold"">パーソナルスペース</span>を尊重し，看護師の安全を保つためにも，接近や身体的接触（ボディタッチ）は避ける．</ex>"
